region,address,price,total_area,kitchen_area,living_area,rooms_count,floor,floors_number,build_date,isСomplete,complitation_year,house_material,parking,decoration,balcony,longitude,latitude,passenger_elevator,cargo_elevator,metro,metro_distance,metro_transport,district,is_apartments,is_auction
spb,"Санкт-Петербург, Центральный район, 10-я Советская улица, 4-6",30500000,91.2,16.0,63.0,3,7,7,2006,,,monolithBrick,,,,30.379154,59.937369,,,,,,"Смольнинское,Центральный",0,1
spb,"Санкт-Петербург, Пионерская улица",30076946,68.34,23.8,26.5,2,3,8,,0,2025,,,rough,,30.2845134722134,59.9604870610312,,,"Чкаловская,Спортивная,Петроградская","8,17,4","walk,walk,transport","Чкаловское,Петроградский",0,0
spb,"Санкт-Петербург, набережная реки Крестовки, 5К",478000000,1277.8,28.0,290.0,6,1,3,,,,,,,,30.28113,59.975,,,"Крестовский остров,Черная речка,Чкаловская","4,4,4","transport,transport,transport","Чкаловское,Петроградский",0,1
spb,"Санкт-Петербург, территория Невская Губа",11799999,37.81,12.9,13.0,1,6,19,,0,2025,,,,,30.1841809407485,59.9425286095122,,,,,,"Морской,Василеостровский",0,0
spb,"Санкт-Петербург, Центральный район, Марата ул., д.32",18700000,68.0,7.4,33.4,3,4,5,1863,,,old,,,0,30.352627,59.926233,,,"Владимирская,Достоевская","4,6","walk,walk","Владимирский,Центральный",,1
spb,"Санкт-Петербург, Светлановский проспект, 121к1",9406200,51.4,,,1,5,25,,1,2020,monolith,multilevel,rough,,30.405089,60.046185,1,,"Гражданский проспект,Девяткино,Политехническая","5,6,7","transport,transport,transport","Прометей,Калининский",0,0
spb,"Санкт-Петербург, Петроградский район, Большая Посадская ул., д.12, литер А",34500000,95.0,12.0,59.0,3,6,9,2015,,,monolithBrick,,,1,30.32504,59.959197,2,,"Горьковская,Петроградская,Спортивная","8,17,5","walk,walk,transport","Посадский,Петроградский",,1
spb,"Санкт-Петербург, Миргородская улица",28595965,70.6,16.6,34.2,2,4,9,,0,2025,monolith,underground,without,,30.3694563372924,59.9252000525308,9,,"Площадь Восстания,Площадь Александра Невского,Маяковская","13,13,16","walk,walk,walk","Лиговка-Ямская,Центральный",0,0
spb,"Санкт-Петербург, Центральный район, Кирочная ул., д.31, к.2",42500000,79.6,14.4,42.4,2,3,8,2015,,,monolithBrick,,,0,30.3655,59.943061,,1,Чернышевская,5,walk,"Смольнинское,Центральный",,1
spb,"г. Санкт-Петербург город, проспект Малоохтинский",25522693,76.98,25.5,30.8,2,2,9,,0,2024,,underground,without,,30.4057134308945,59.9380727109185,,,"Новочеркасская,Площадь Александра Невского,Ладожская","14,4,4","walk,transport,transport","Малая Охта,Красногвардейский",0,0
spb,"Санкт-Петербург, Адмиралтейский район, Большая Морская ул., д.33",28500000,87.4,29.0,37.2,3,3,3,1777,,,brick,,,0,30.310999,59.933478,,,"Адмиралтейская,Невский проспект","6,16","walk,walk","Адмиралтейский,Адмиралтейский",,1
spb,"Санкт-Петербург, территория Невская Губа",15599999,59.95,13.8,27.7,2,4,19,,0,2025,,,,,30.1841809407485,59.9425286095122,,,,,,"Морской,Василеостровский",0,0
spb,"Россия, Санкт-Петербург, Комендантский проспект, 17к1",10500000,44.0,13.0,17.0,1,10,16,2005,,,monolithBrick,ground,,1,30.255672,60.012413,2,1,"Комендантский проспект,Старая Деревня,Пионерская","4,6,7","walk,transport,transport","Озеро Долгое,Приморский",0,1
spb,"Санкт-Петербург, 12-я линия Васильевского острова, 41к1Ж",17309948,39.66,5.6,21.8,1,2,7,,0,2024,,underground,without,,30.269219,59.943566,,,"Василеостровская,Спортивная,Горный институт","8,18,3","walk,walk,transport","Васильевский,Василеостровский",0,0
spb,"Санкт-Петербург, Петроградский район, Съезжинская ул., д.24",43900000,153.6,37.5,67.7,3,6,6,1908,,,old,,,1,30.300893,59.954349,1,,"Спортивная,Горьковская","10,14","walk,walk","Введенский,Петроградский",,1
spb,"Санкт-Петербург, Лиговский проспект",10980000,30.5,11.1,11.0,1,8,14,,0,2026,monolithBrick,underground,fine,,30.34592204103043,59.90264079714706,6,8,"Волковская,Обводный канал,Фрунзенская","18,18,6","walk,walk,transport","Волковское,Фрунзенский",0,0
spb,"Санкт-Петербург, Петроградский район, 1-я Берёзовая аллея, 7",452100000,379.59,55.0,106.0,4,4,4,2017,,,monolithBrick,,,,30.294398,59.97862,,,"Черная речка,Петроградская","13,7","walk,transport","Чкаловское,Петроградский",1,1
spb,"Санкт-Петербург, Светлановский проспект, 121к1",14402100,78.7,13.0,40.6,2,5,25,,1,2020,monolith,multilevel,rough,,30.405089,60.046185,1,,"Гражданский проспект,Девяткино,Политехническая","5,6,7","transport,transport,transport","Прометей,Калининский",1,0
spb,"Россия, Санкт-Петербург, Парашютная улица, 15",19880000,93.2,10.0,,3,3,4,2000,,,brick,ground,,1,30.27769,60.017976,,,"Комендантский проспект,Пионерская,Удельная","4,5,5","transport,transport,transport","Юнтолово,Приморский",0,1
spb,"Санкт-Петербург, набережная Чёрной речки",15122688,37.12,18.0,10.3,1,6,10,,0,2025,monolith,underground,,,30.308031454382,59.9864141873289,1,1,"Черная речка,Лесная,Петроградская","6,6,7","walk,transport,transport","Чёрная речка,Приморский",0,0
spb,"Санкт-Петербург, Приморский район, Парашютная ул., 34",11111111,70.7,13.9,29.7,2,12,24,2019,,,monolith,underground,,1,30.254792,60.026766,2,1,"Комендантский проспект,Удельная,Озерки","5,8,9","transport,transport,transport","Юнтолово,Приморский",0,1
spb,"Санкт-Петербург, улица Тамбасова",7535060,29.11,9.0,10.6,1,2,9,,0,2026,monolith,,rough,,30.154253944427,59.8414847874383,3,5,"Проспект Ветеранов,Ленинский проспект,Автово","10,11,13","transport,transport,transport","Сосновая поляна,Красносельский",0,0
spb,"Санкт-Петербург, Парадная ул., д. 3, к. 2",83500000,141.0,16.5,79.5,4,7,9,2009,,,,,,2,30.367369,59.942146,1,,Чернышевская,13,walk,"Смольнинское,Центральный",0,1
spb,"Санкт-Петербург, 12-я линия Васильевского острова, 41к1Ж",29338861,52.13,11.3,21.3,2,3,7,,0,2024,,underground,without,,30.269219,59.943566,,,"Василеостровская,Спортивная,Горный институт","8,18,3","walk,walk,transport","Васильевский,Василеостровский",0,0
spb,"Санкт-Петербург, Барочная улица, 12",245000000,250.0,44.0,65.0,5,3,3,2010,,,monolith,,,,30.288002,59.969263,1,,Чкаловская,15,walk,"Чкаловское,Петроградский",0,1
spb,"Санкт-Петербург, Лиговский проспект",16000000,48.7,12.1,21.5,2,3,14,,0,2026,monolithBrick,underground,fine,,30.34592204103043,59.90264079714706,6,8,"Волковская,Обводный канал,Фрунзенская","18,18,6","walk,walk,transport","Волковское,Фрунзенский",0,0
spb,"Россия, Санкт-Петербург, Ремесленная улица, 17",17500000,38.5,19.5,11.0,1,4,8,2024,,,monolith,underground,,0,30.268671,59.957305,1,1,"Василеостровская,Спортивная,Чкаловская","4,4,5","transport,transport,transport","Петровский,Петроградский",0,1
spb,"Санкт-Петербург, набережная Чёрной речки",20631156,53.98,18.3,22.3,2,4,10,,0,2025,monolith,underground,,,30.308031454382,59.9864141873289,1,1,"Черная речка,Лесная,Петроградская","8,6,7","walk,transport,transport","Чёрная речка,Приморский",0,0
spb,"Санкт-Петербург, Центральный район, набережная Кутузова, 24",165000000,135.0,53.5,30.0,4,4,4,2018,,,monolithBrick,,,,30.340581,59.948658,,,,,,"Литейный,Центральный",0,1
spb,"Санкт-Петербург, улица Тамбасова",11676359,49.64,12.8,24.5,2,2,9,,0,2026,monolith,,rough,,30.154253944427,59.8414847874383,3,5,"Проспект Ветеранов,Ленинский проспект,Автово","10,11,13","transport,transport,transport","Сосновая поляна,Красносельский",0,0
spb,"Санкт-Петербург, набережная Реки Смоленки, 3к2",22500000,76.5,19.9,32.8,2,7,11,2015,,,brick,ground,,,30.262796,59.94969,1,1,"Спортивная,Василеостровская,Приморская","16,17,6","walk,walk,transport","Остров Декабристов,Василеостровский",0,1
spb,"Санкт-Петербург, улица Челюскина, 8",10189999,34.59,8.8,14.2,1,9,20,,1,2022,,,without,,30.187679,59.94207,2,,,,,"Морской,Василеостровский",0,0
spb,"Санкт-Петербург, Петроградский район, набережная Мартынова, 74Б",58320000,201.8,19.8,107.0,5,1,6,2008,,,brick,,,,30.250031,59.974779,,,"Крестовский остров,Зенит","11,7","walk,transport","Чкаловское,Петроградский",0,1
spb,"Санкт-Петербург, набережная реки Карповки, 31к2",17434000,37.9,15.2,12.4,1,3,7,,1,2023,monolith,,without,,30.306148,59.970218,,3,"Петроградская,Чкаловская,Горьковская","6,17,4","walk,walk,transport","Чкаловское,Петроградский",1,0
spb,"Санкт-Петербург, Полтавский проезд, 3",70900000,148.0,17.5,69.0,3,9,9,2019,,,monolith,underground,,3,30.367916,59.927116,1,1,"Площадь Восстания,Маяковская,Площадь Александра Невского","7,13,14","walk,walk,walk","Лиговка-Ямская,Центральный",0,1
spb,"Санкт-Петербург, Ивинская улица, 1к2",6207564,32.62,9.5,15.9,1,4,23,,0,2025,monolith,,fine,,30.135406,60.027862,4,6,"Зенит,Беговая,Проспект Просвещения","11,14,17","transport,transport,transport","Лахта-Ольгино,Приморский",0,0
spb,"Санкт-Петербург, Василеостровский район, Морская наб., д.39, к.3",11200000,43.0,13.2,16.7,1,2,16,2007,,,brick,,,0,30.228121,59.960471,2,,"Приморская,Василеостровская,Зенит","4,6,14","transport,transport,transport","Остров Декабристов,Василеостровский",,1
